Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,"Mouse orthology confidence [0 low, 1 high]"
ENSG00000262526,,,,,,
ENSG00000243642,RN7SL526P,,,,,
ENSG00000279641,,,,,,
ENSG00000121413,ZSCAN18,ENSMUSG00000070822,Zscan18,49.6078,31.2732,0
ENSG00000175826,CTDNEP1,ENSMUSG00000018559,Ctdnep1,99.5902,99.5902,1
ENSG00000129993,CBFA2T3,ENSMUSG00000006362,Cbfa2t3,83.7672,88.2258,1
ENSG00000267026,,,,,,
ENSG00000272677,HNRNPD-DT,,,,,
ENSG00000250325,IGBP1P4,,,,,
ENSG00000202440,SNORD42,,,,,
ENSG00000201077,RNU6-188P,,,,,
ENSG00000259572,LINC01491,,,,,
ENSG00000152795,HNRNPDL,ENSMUSG00000029328,Hnrnpdl,97.1429,97.1429,1
ENSG00000229338,NME2P3,,,,,
ENSG00000204291,COL15A1,ENSMUSG00000028339,Col15a1,73.5591,74.6891,1
ENSG00000259754,,,,,,
ENSG00000259730,,,,,,
ENSG00000287439,,,,,,
ENSG00000104177,MYEF2,ENSMUSG00000027201,Myef2,90.3333,91.709,1
ENSG00000104177,MYEF2,ENSMUSG00000049230,Myef2l,73.8333,88.9558,0
ENSG00000181894,ZNF329,ENSMUSG00000057894,Zfp329,71.3493,73.9464,1
ENSG00000263573,MIR4270,,,,,
ENSG00000241064,RN7SL110P,,,,,
ENSG00000244921,MTCYBP18,,,,,
ENSG00000249119,MTND6P4,,,,,
ENSG00000268293,,,,,,
ENSG00000248923,MTND5P11,,,,,
ENSG00000286632,,,,,,
ENSG00000247627,MTND4P12,,,,,
ENSG00000269236,,,,,,
ENSG00000168778,TCTN2,ENSMUSG00000118662,Tctn2,68.0057,67.7143,1
ENSG00000198868,MTND4LP30,,,,,
ENSG00000177191,B3GNT8,ENSMUSG00000059479,B3gnt8,75.5667,77.1208,1
ENSG00000263963,,,,,,
ENSG00000131373,HACL1,ENSMUSG00000021884,Hacl1,87.5433,87.0912,1
ENSG00000249192,MTND3P25,,,,,
ENSG00000152705,CATSPER3,ENSMUSG00000021499,Catsper3,64.8241,65.3165,1
ENSG00000130255,RPL36,,,,,
ENSG00000164733,CTSB,ENSMUSG00000021939,Ctsb,78.7611,78.7611,1
ENSG00000069011,PITX1,ENSMUSG00000021506,Pitx1,96.8153,96.5079,1
ENSG00000270382,,,,,,
ENSG00000096092,TMEM14A,ENSMUSG00000025933,Tmem14a,84.8485,57.931,1
ENSG00000259881,,,,,,
ENSG00000220377,GSTA8P,,,,,
ENSG00000261226,,,,,,
ENSG00000271227,SREK1IP1P2,,,,,
ENSG00000237674,GSTA7P,,,,,
ENSG00000205018,,,,,,
ENSG00000244067,GSTA2,,,,,
ENSG00000167515,TRAPPC2L,ENSMUSG00000015013,Trappc2l,98.5611,98.5611,1
ENSG00000224186,PITX1-AS1,,,,,
ENSG00000217228,GSTA12P,,,,,
ENSG00000230845,GSTA10P,,,,,
ENSG00000270412,,,,,,
ENSG00000292223,ADIPINT,,,,,
ENSG00000197442,MAP3K5,ENSMUSG00000071369,Map3k5,94.687,94.2754,1
ENSG00000290644,,,,,,
ENSG00000262302,,,,,,
ENSG00000277619,,,,,,
ENSG00000249082,EPIST,,,,,
ENSG00000248753,,,,,,
ENSG00000181885,CLDN7,ENSMUSG00000018569,Cldn7,91.9431,91.9431,1
ENSG00000174917,MICOS13,ENSMUSG00000049760,Micos13,87.2881,86.5546,1
ENSG00000248482,,,,,,
ENSG00000250167,,,,,,
ENSG00000290645,,,,,,
ENSG00000188312,CENPP,ENSMUSG00000021391,Cenpp,67.3611,67.8322,1
ENSG00000145832,SLC25A48,ENSMUSG00000021509,Slc25a48,84.5659,85.9477,1
ENSG00000291169,,,,,,
ENSG00000171505,OR1N1,ENSMUSG00000075383,Or1n1,84.8875,85.1613,1
ENSG00000171505,OR1N1,ENSMUSG00000075382,Or1n1b,79.0997,79.0997,1
ENSG00000171501,OR1N2,ENSMUSG00000055088,Or1n2,88.2911,88.0126,1
ENSG00000136939,OR1L4,,,,,
ENSG00000167733,HSD11B1L,,,,,
ENSG00000171459,OR1L6,,,,,
ENSG00000258210,,,,,,
ENSG00000232387,SKA2P1,,,,,
ENSG00000202251,Y_RNA,,,,,
ENSG00000148215,OR5C1,ENSMUSG00000049018,Or5c1,84.6875,82.8746,1
ENSG00000258011,HMGA1P3,,,,,
ENSG00000288989,,,,,,
ENSG00000181856,SLC2A4,ENSMUSG00000018566,Slc2a4,95.2849,95.2849,1
ENSG00000111229,ARPC3,ENSMUSG00000029465,Arpc3,96.6292,96.6292,1
ENSG00000290769,,,,,,
ENSG00000171102,OBP2B,ENSMUSG00000062061,Obp2a,42.3529,40.9091,0
ENSG00000171102,OBP2B,ENSMUSG00000079539,Obp2b,47.6471,46.0227,0
ENSG00000171102,OBP2B,ENSMUSG00000026919,Lcn4,37.6471,34.5946,0
ENSG00000023892,DEF6,ENSMUSG00000002257,Def6,92.393,92.5397,1
ENSG00000186417,GLDN,ENSMUSG00000046167,Gldn,86.3884,86.7031,1
ENSG00000254507,DEFB131E,,,,,
ENSG00000187741,FANCA,ENSMUSG00000032815,Fanca,65.7732,66.5045,1
ENSG00000181965,NEUROG1,ENSMUSG00000048904,Neurog1,89.0295,86.4754,1
ENSG00000254700,DEFB131C,,,,,
ENSG00000233050,DEFB130B,ENSMUSG00000075573,Defb47,62.0253,62.0253,1
ENSG00000290316,,,,,,
ENSG00000145824,CXCL14,ENSMUSG00000021508,Cxcl14,94.9495,94.9495,1
ENSG00000254866,DEFB109D,,,,,
ENSG00000186523,FAM86B1,ENSMUSG00000022544,Eef2kmt,68.9189,60.8955,1
ENSG00000197859,ADAMTSL2,ENSMUSG00000036040,Adamtsl2,88.5384,87.9833,1
ENSG00000251045,SLC25A48-AS1,,,,,
ENSG00000220721,OR1F12P,,,,,
ENSG00000223539,,,,,,
ENSG00000112039,FANCE,ENSMUSG00000007570,Fance,63.9925,65.2091,1
ENSG00000265924,MIR5692C1,,,,,
ENSG00000250378,,,,,,
ENSG00000288892,,,,,,
ENSG00000279047,PCDHB1-AS1,,,,,
ENSG00000289752,,,,,,
ENSG00000011083,SLC6A7,ENSMUSG00000052026,Slc6a7,97.6415,97.4882,1
ENSG00000164344,KLKB1,ENSMUSG00000109764,Klkb1,75.8621,75.8621,1
ENSG00000232810,TNF,ENSMUSG00000024401,Tnf,79.3991,78.7234,1
ENSG00000259477,,,,,,
ENSG00000274719,,,,,,
ENSG00000259285,ALDH1A2-AS1,,,,,
ENSG00000103569,AQP9,ENSMUSG00000032204,Aqp9,68.4746,62.9283,1
ENSG00000225093,RPL3P7,,,,,
ENSG00000238490,Y_RNA,,,,,
ENSG00000225174,OSTM1-AS1,,,,,
ENSG00000270778,BUB1P1,,,,,
ENSG00000111231,GPN3,ENSMUSG00000029464,Gpn3,94.7183,94.7183,1
ENSG00000180745,CLRN3,ENSMUSG00000050866,Clrn3,73.0089,73.0089,1
ENSG00000112333,NR2E1,ENSMUSG00000019803,Nr2e1,98.961,98.961,1
ENSG00000263342,,,,,,
ENSG00000132334,PTPRE,ENSMUSG00000041836,Ptpre,92.5714,90.1252,1
ENSG00000006047,YBX2,ENSMUSG00000018554,Ybx2,90.1099,91.3649,1
ENSG00000289948,,,,,,
ENSG00000259651,MTCO3P23,,,,,
ENSG00000259626,MTND3P12,,,,,
ENSG00000259600,,,,,,
ENSG00000259379,MTND5P32,,,,,
ENSG00000070808,CAMK2A,ENSMUSG00000024617,Camk2a,99.7955,99.7955,1
ENSG00000259671,MTCYBP23,,,,,
ENSG00000240934,,,,,,
ENSG00000277229,,,,,,
ENSG00000277790,,,,,,
ENSG00000066933,MYO9A,ENSMUSG00000039585,Myo9a,88.854,86.0509,1
ENSG00000287667,,,,,,
ENSG00000213332,SLC25A5P6,,,,,
ENSG00000151475,SLC25A31,ENSMUSG00000069041,Slc25a31,88.5714,87.1875,1
ENSG00000123453,SARDH,ENSMUSG00000009614,Sardh,88.671,88.5745,1
ENSG00000229795,RPS21P1,,,,,
ENSG00000238236,MTCYBP14,,,,,
ENSG00000235638,MTND6P14,,,,,
ENSG00000231199,MTND5P19,,,,,
ENSG00000226663,MTND4P10,,,,,
ENSG00000231582,MTND4LP21,,,,,
ENSG00000232714,MTND3P8,,,,,
ENSG00000279398,,,,,,
ENSG00000235761,MTCO3P46,,,,,
ENSG00000270710,,,,,,
ENSG00000164070,HSPA4L,ENSMUSG00000025757,Hspa4l,92.2527,92.3628,1
ENSG00000112335,SNX3,ENSMUSG00000019804,Snx3,100,100,1
ENSG00000227236,,,,,,
ENSG00000129646,QRICH2,ENSMUSG00000070331,Qrich2,53.0472,42.8327,0
ENSG00000198837,DENND4B,ENSMUSG00000042404,Dennd4b,93.9171,93.0464,1
ENSG00000147724,FAM135B,ENSMUSG00000036800,Fam135b,81.1522,81.3257,1
ENSG00000233511,,,,,,
ENSG00000212525,RNA5SP212,,,,,
ENSG00000286562,,,,,,
ENSG00000230248,,,,,,
ENSG00000206974,RNU6-1144P,ENSMUSG00000119131,Gm25798,86.5385,84.1122,0
ENSG00000238055,RPL36AP24,,,,,
ENSG00000279498,,,,,,
ENSG00000238079,,,,,,
ENSG00000227072,,,,,,
ENSG00000200799,RNU6-770P,,,,,
ENSG00000081087,OSTM1,ENSMUSG00000038280,Ostm1,75.1497,74.2604,1
ENSG00000241680,RPL31P49,,,,,
ENSG00000204856,FAM216A,ENSMUSG00000029463,Fam216a,62.6374,68.1275,1
ENSG00000267592,,,,,,
ENSG00000270885,RASL10B,ENSMUSG00000020684,Rasl10b,99.0148,99.0148,1
ENSG00000270765,GAS2L2,ENSMUSG00000020686,Gas2l2,67.1591,68.7209,1
ENSG00000271447,MMP28,ENSMUSG00000020682,Mmp28,84.8077,84.8077,1
ENSG00000244731,C4A,ENSMUSG00000073418,C4b,76.3761,76.6398,1
ENSG00000111237,VPS29,ENSMUSG00000029462,Vps29,98.9011,96.7742,1
ENSG00000160741,CRTC2,ENSMUSG00000027936,Crtc2,92.0635,92.1965,1
ENSG00000232259,,,,,,
ENSG00000066827,ZFAT,ENSMUSG00000022335,Zfat,88.0933,88.5206,1
ENSG00000227076,,,,,,
ENSG00000287427,,,,,,
ENSG00000148773,MKI67,ENSMUSG00000031004,Mki67,22.9423,23.5127,0
ENSG00000259954,IL21R-AS1,,,,,
ENSG00000264354,MIR3134,,,,,
ENSG00000263740,RN7SL4P,,,,,
ENSG00000271392,,,,,,
ENSG00000077235,GTF3C1,ENSMUSG00000032777,Gtf3c1,78.5206,78.8196,1
ENSG00000270806,C17orf50,ENSMUSG00000035085,1700020L24Rik,66.6667,61.3757,1
ENSG00000202335,,,,,,
ENSG00000282855,,,,,,
ENSG00000278993,,,,,,
ENSG00000244021,RPL21P53,,,,,
ENSG00000012171,SEMA3B,ENSMUSG00000057969,Sema3b,88.6515,88.6515,1
ENSG00000261668,,,,,,
ENSG00000151164,RAD9B,ENSMUSG00000038569,Rad9b,62.1103,64.268,1
ENSG00000270829,,,,,,
ENSG00000142731,PLK4,ENSMUSG00000025758,Plk4,78.5567,82.3784,1
ENSG00000270871,,,,,,
ENSG00000270894,,,,,,
ENSG00000270379,HEATR9,ENSMUSG00000018925,Heatr9,59.8246,59.9297,1
ENSG00000261632,,,,,,
ENSG00000260576,EIF5A2P1,,,,,
ENSG00000222094,RNU2-65P,ENSMUSG00000064759,Gm25475,48.6486,50,0
ENSG00000260339,HEXA-AS1,,,,,
ENSG00000184507,NUTM1,ENSMUSG00000041358,Nutm1,64.2241,66.1634,1
ENSG00000166949,SMAD3,ENSMUSG00000032402,Smad3,100,100,1
ENSG00000151240,DIP2C,ENSMUSG00000048264,Dip2c,98.7147,98.6513,1
ENSG00000225140,,,,,,
ENSG00000275015,,,,,,
ENSG00000184719,RNLS,ENSMUSG00000071573,Rnls,71.345,71.345,1
ENSG00000276584,MIR6737,,,,,
ENSG00000282386,,,,,,
ENSG00000273026,,,,,,
ENSG00000160293,VAV2,ENSMUSG00000009621,Vav2,94.7608,95.8525,1
ENSG00000289952,,,,,,
ENSG00000226688,ENTPD1-AS1,,,,,
ENSG00000143578,CREB3L4,ENSMUSG00000027938,Creb3l4,66.8354,71.3513,1
ENSG00000251821,RNU6-583P,ENSMUSG00000084717,Gm24630,75,65.0943,0
ENSG00000271268,,,,,,
ENSG00000270240,,,,,,
ENSG00000271394,7SK,,,,,
ENSG00000270977,,,,,,
ENSG00000164073,MFSD8,ENSMUSG00000025759,Mfsd8,81.6602,81.5029,1
ENSG00000270099,,,,,,
ENSG00000196850,PPTC7,ENSMUSG00000038582,Pptc7,98.0263,96.129,1
ENSG00000188649,CC2D2B,ENSMUSG00000108929,Cc2d2b,74.4607,76.1566,1
ENSG00000131095,GFAP,ENSMUSG00000020932,Gfap,90.9722,91.3953,1
ENSG00000196365,LONP1,ENSMUSG00000041168,Lonp1,86.0271,86.9336,1
ENSG00000263537,RN7SL387P,,,,,
ENSG00000122986,HVCN1,ENSMUSG00000064267,Hvcn1,77.2894,78.4387,1
ENSG00000283848,MIR6872,,,,,
ENSG00000179564,LSMEM2,ENSMUSG00000103409,Lsmem2,74.3902,81.3333,1
ENSG00000186792,HYAL3,ENSMUSG00000036091,Hyal3,77.9377,78.8835,1
ENSG00000055163,CYFIP2,ENSMUSG00000020340,Cyfip2,99.9202,99.9202,1
ENSG00000235106,BRD3OS,,,,,
ENSG00000227805,RPL21P90,,,,,
ENSG00000243477,NAA80,ENSMUSG00000079334,Naa80,76.2238,69.4268,1
ENSG00000165886,UBTD1,ENSMUSG00000025171,Ubtd1,98.6784,98.6784,1
ENSG00000186298,PPP1CC,ENSMUSG00000004455,Ppp1cc,97.2136,93.1751,1
ENSG00000169925,BRD3,ENSMUSG00000026918,Brd3,95.4545,93.2705,1
ENSG00000165887,ANKRD2,ENSMUSG00000025172,Ankrd2,88.8889,89.1566,1
ENSG00000047578,KATNIP,ENSMUSG00000032743,Katnip,72.0643,72.4224,1
ENSG00000237653,PERPP1,,,,,
ENSG00000232353,,,,,,
ENSG00000143543,JTB,ENSMUSG00000027937,Jtb,84.9315,84.9315,1
ENSG00000287178,,,,,,
ENSG00000222583,RN7SKP222,,,,,
ENSG00000231383,FGF12-AS1,,,,,
ENSG00000230126,FGF12-AS2,,,,,
ENSG00000226709,FGF12-AS3,,,,,
ENSG00000238902,,,,,,
ENSG00000200184,RNU1-20P,ENSMUSG00000087708,Gm23000,51.2346,59.7122,0
ENSG00000090520,DNAJB11,ENSMUSG00000004460,Dnajb11,98.0447,98.0447,1
ENSG00000231925,TAPBP,ENSMUSG00000024308,Tapbp,74.5536,71.6738,1
ENSG00000241935,HOGA1,ENSMUSG00000025176,Hoga1,87.7676,89.4081,1
ENSG00000235138,,,,,,
ENSG00000271525,ARF4P1,,,,,
ENSG00000249967,,,,,,
ENSG00000273249,WDR5-DT,,,,,
ENSG00000196363,WDR5,ENSMUSG00000026917,Wdr5,100,100,1
ENSG00000203942,C10orf62,ENSMUSG00000090369,4933411K16Rik,56.5022,41.4474,0
ENSG00000171160,MORN4,ENSMUSG00000049670,Morn4,97.9452,97.9452,1
ENSG00000154743,TSEN2,ENSMUSG00000042389,Tsen2,68.6021,69.3478,1
ENSG00000285641,,,,,,
ENSG00000143545,RAB13,ENSMUSG00000027935,Rab13,91.133,91.5842,1
ENSG00000155252,PI4K2A,ENSMUSG00000025178,Pi4k2a,95.4071,95.4071,1
ENSG00000261736,,,,,,
ENSG00000221676,RNU6ATAC,,,,,
ENSG00000261329,,,,,,
ENSG00000273473,,,,,,
ENSG00000283378,CNTNAP3C,ENSMUSG00000033063,Cntnap3,70.5285,26.9619,0
ENSG00000279925,,,,,,
ENSG00000257268,,,,,,
ENSG00000276140,,,,,,
ENSG00000241286,RPL29P25,,,,,
ENSG00000276522,RN7SL462P,ENSMUSG00000093112,Gm22701,54.7893,49.1409,0
ENSG00000248492,ZFAT-AS1,,,,,
ENSG00000277109,,,,,,
ENSG00000273553,,,,,,
ENSG00000277732,,,,,,
ENSG00000278454,,,,,,
ENSG00000201371,Y_RNA,,,,,
ENSG00000271048,,,,,,
ENSG00000212382,RNU6-159P,ENSMUSG00000119129,Gm22645,80.1887,79.4393,0
ENSG00000231248,FAM242D,,,,,
ENSG00000289405,,,,,,
ENSG00000207266,RNU6-1241P,,,,,
ENSG00000127554,GFER,ENSMUSG00000040888,Gfer,74.6341,77.2727,1
ENSG00000238933,Y_RNA,,,,,
ENSG00000204814,,,,,,
ENSG00000272456,,,,,,
ENSG00000278898,,,,,,
ENSG00000231454,,,,,,
ENSG00000204852,TCTN1,ENSMUSG00000038593,Tctn1,70.4392,70.3204,1
ENSG00000279518,,,,,,
ENSG00000106991,ENG,ENSMUSG00000026814,Eng,71.5805,72.1286,1
ENSG00000207582,MIR30B,ENSMUSG00000065476,Mir30b,89.7727,82.2917,1
ENSG00000199153,MIR30D,ENSMUSG00000065437,Mir30d,92.8571,79.2683,1
ENSG00000253433,NCRNA00250,,,,,
ENSG00000254028,,,,,,
ENSG00000251218,,,,,,
ENSG00000119986,AVPI1,ENSMUSG00000018821,Avpi1,74.1497,76.7606,1
ENSG00000213055,EEF1B2P7,,,,,
ENSG00000244413,RPL23AP56,,,,,
ENSG00000174898,CATSPERD,ENSMUSG00000040828,Catsperd,49.3734,48.9441,0
ENSG00000254083,LINC01591,,,,,
ENSG00000241409,,,,,,
ENSG00000115474,KCNJ13,ENSMUSG00000079436,Kcnj13,93.0556,93.0556,1
ENSG00000215354,FAM90A24P,ENSMUSG00000043549,Fam90a1b,25.2155,27.9236,0
ENSG00000215354,FAM90A24P,ENSMUSG00000079112,Fam90a1a,28.2328,30.5361,0
ENSG00000261369,,,,,,
ENSG00000222767,Y_RNA,,,,,
ENSG00000155254,MARVELD1,ENSMUSG00000044345,Marveld1,88.4393,88.4393,1
ENSG00000288601,5S_rRNA,,,,,
ENSG00000255459,,,,,,
ENSG00000222268,RNA5SP425,,,,,
ENSG00000249188,ENPP7P1,,,,,
ENSG00000262038,,,,,,
ENSG00000291049,FAM86B3P,,,,,
ENSG00000259866,,,,,,
ENSG00000261336,EIF4BP5,,,,,
ENSG00000259918,NDUFA5P11,,,,,
ENSG00000260497,,,,,,
ENSG00000275393,,,,,,
ENSG00000287125,,,,,,
ENSG00000155256,ZFYVE27,ENSMUSG00000018820,Zfyve27,87.8345,86.988,1
ENSG00000283416,MIR1910,,,,,
ENSG00000269898,,,,,,
ENSG00000177954,RPS27,ENSMUSG00000050621,Rps27rt,100,100,0
ENSG00000131148,EMC8,ENSMUSG00000031819,Emc8,91.9048,93.2367,1
ENSG00000212123,PRR22,ENSMUSG00000090273,Prr22,56.6351,56.6351,1
ENSG00000066248,NGEF,ENSMUSG00000026259,Ngef,86.1972,86.1972,1
ENSG00000231416,,,,,,
ENSG00000200220,RNU6-179P,ENSMUSG00000119207,Gm25525,85.0467,85.0467,0
ENSG00000267157,,,,,,
ENSG00000231837,RPS7P2,,,,,
ENSG00000263987,MIR5698,,,,,
ENSG00000291048,,,,,,
ENSG00000141994,DUS3L,ENSMUSG00000007603,Dus3l,81.0769,82.7316,1
ENSG00000162642,C1orf52,ENSMUSG00000036873,2410004B18Rik,85.1648,86.1111,1
ENSG00000288679,,,,,,
ENSG00000168792,ABHD15,ENSMUSG00000000686,Abhd15,86.1111,87.7996,1
ENSG00000164050,PLXNB1,ENSMUSG00000053646,Plxnb1,86.6979,87.3525,1
ENSG00000223254,Y_RNA,,,,,
ENSG00000264031,ABHD15-AS1,,,,,
ENSG00000223653,BCL10-AS1,,,,,
ENSG00000275342,PRAG1,ENSMUSG00000050271,Prag1,75.7468,77.5674,1
ENSG00000167543,TP53I13,ENSMUSG00000044328,Trp53i13,67.9389,69.3506,1
ENSG00000252311,RNU1-103P,ENSMUSG00000064648,Gm23303,73.6,60.5263,0
ENSG00000270184,,,,,,
ENSG00000270159,,,,,,
ENSG00000253505,LINC02949,,,,,
ENSG00000254153,LINC02950,,,,,
ENSG00000131143,COX4I1,ENSMUSG00000031818,Cox4i1,78.1065,78.1065,1
ENSG00000253343,,,,,,
ENSG00000253774,,,,,,
ENSG00000253130,,,,,,
ENSG00000220506,,,,,,
ENSG00000286616,,,,,,
ENSG00000263616,RN7SL178P,,,,,
ENSG00000255389,,,,,,
ENSG00000289622,,,,,,
ENSG00000056972,TRAF3IP2,ENSMUSG00000019842,Traf3ip2,79.292,80.7207,1
ENSG00000248538,PPP1R3B-DT,,,,,
ENSG00000116198,CEP104,ENSMUSG00000039523,Cep104,80.5405,80.4536,1
ENSG00000222001,,,,,,
ENSG00000115488,NEU2,ENSMUSG00000079434,Neu2,68.6842,66.4122,1
ENSG00000214300,SPDYE3,ENSMUSG00000039296,Spdye4a,24.7723,50.7463,0
ENSG00000214300,SPDYE3,ENSMUSG00000029586,Spdye4b,22.2222,51.6949,0
ENSG00000236449,,,,,,
ENSG00000171119,NRTN,ENSMUSG00000039481,Nrtn,86.2944,87.1795,1
ENSG00000235655,H3P6,,,,,
ENSG00000267740,,,,,,
ENSG00000127080,IPPK,ENSMUSG00000021385,Ippk,87.169,79.5539,1
ENSG00000272918,,,,,,
ENSG00000138435,CHRNA1,ENSMUSG00000027107,Chrna1,94.3107,94.3107,1
ENSG00000270764,,,,,,
ENSG00000271482,,,,,,
ENSG00000213361,RPL36P12,,,,,
ENSG00000174886,NDUFA11,ENSMUSG00000002379,Ndufa11,63.1206,62.2378,1
ENSG00000244490,RWDD4P1,,,,,
ENSG00000242154,,,,,,
ENSG00000264290,,,,,,
ENSG00000201179,RNU6-1322P,,,,,
ENSG00000289360,,,,,,
ENSG00000288914,,,,,,
ENSG00000173678,SPDYE2B,ENSMUSG00000039296,Spdye4a,34.3284,51.4925,0
ENSG00000173678,SPDYE2B,ENSMUSG00000029586,Spdye4b,29.8507,50.8475,0
ENSG00000270698,,,,,,
ENSG00000108262,GIT1,ENSMUSG00000011877,Git1,97.7661,96.6234,1
ENSG00000214259,,,,,,
ENSG00000286510,,,,,,
ENSG00000279907,,,,,,
ENSG00000120057,SFRP5,ENSMUSG00000018822,Sfrp5,92.7445,93.6306,1
ENSG00000266941,,,,,,
ENSG00000140968,IRF8,ENSMUSG00000041515,Irf8,89.6714,90.0943,1
ENSG00000267314,,,,,,
ENSG00000170092,SPDYE5,ENSMUSG00000039296,Spdye4a,34.0796,51.1194,0
ENSG00000170092,SPDYE5,ENSMUSG00000029586,Spdye4b,29.8507,50.8475,0
ENSG00000187650,VMAC,ENSMUSG00000054723,Vmac,75.7396,73.5632,1
ENSG00000227356,GOLGA7B-DT,,,,,
ENSG00000267571,,,,,,
ENSG00000262461,SPDYE9,ENSMUSG00000039296,Spdye4a,50.1887,49.6269,0
ENSG00000262461,SPDYE9,ENSMUSG00000029586,Spdye4b,45.283,50.8475,0
ENSG00000155265,GOLGA7B,ENSMUSG00000042532,Golga7b,98.8024,98.8024,1
ENSG00000167654,ATCAY,ENSMUSG00000034958,Atcay,91.1051,90.8602,1
ENSG00000269929,MIRLET7A1HG,,,,,
ENSG00000275976,SPDYE11,ENSMUSG00000039296,Spdye4a,50.1887,49.6269,0
ENSG00000275976,SPDYE11,ENSMUSG00000029586,Spdye4b,45.283,50.8475,0
ENSG00000230262,LINC02603,,,,,
ENSG00000095713,CRTAC1,ENSMUSG00000042401,Crtac1,91.6793,92.9448,1
ENSG00000286038,SPDYE13,ENSMUSG00000039296,Spdye4a,49.8113,49.2537,0
ENSG00000286038,SPDYE13,ENSMUSG00000029586,Spdye4b,45.283,50.8475,0
ENSG00000107140,TESK1,ENSMUSG00000028458,Tesk1,92.9712,92.823,1
ENSG00000286014,SPDYE15,ENSMUSG00000039296,Spdye4a,49.8113,49.2537,0
ENSG00000286014,SPDYE15,ENSMUSG00000029586,Spdye4b,45.283,50.8475,0
ENSG00000185040,SPDYE16,ENSMUSG00000039296,Spdye4a,40.625,53.3582,0
ENSG00000185040,SPDYE16,ENSMUSG00000029586,Spdye4b,35.5114,52.9661,0
ENSG00000254237,,,,,,
ENSG00000249050,,,,,,
ENSG00000186645,SPDYE17,ENSMUSG00000039296,Spdye4a,50.1887,49.6269,0
ENSG00000186645,SPDYE17,ENSMUSG00000029586,Spdye4b,45.283,50.8475,0
ENSG00000173273,TNKS,ENSMUSG00000031529,Tnks,97.2118,97.7273,1
ENSG00000205482,SPDYE18,ENSMUSG00000039296,Spdye4a,40.3409,52.9851,0
ENSG00000205482,SPDYE18,ENSMUSG00000029586,Spdye4b,35.2273,52.5424,0
ENSG00000217776,,,,,,
ENSG00000252697,RN7SKP209,ENSMUSG00002076316,Gm54537,29.9342,44.8276,0
ENSG00000135346,CGA,ENSMUSG00000028298,Cga,74.1379,71.6667,1
ENSG00000136206,SPDYE1,ENSMUSG00000039296,Spdye4a,36.4362,51.1194,0
ENSG00000136206,SPDYE1,ENSMUSG00000029586,Spdye4b,31.6489,50.4237,0
ENSG00000274134,MIR6774,,,,,
ENSG00000285163,,,,,,
ENSG00000268804,LINC02132,,,,,
ENSG00000285040,,,,,,
ENSG00000269667,,,,,,
ENSG00000285012,,,,,,
ENSG00000279604,,,,,,
ENSG00000261177,,,,,,
ENSG00000268078,,,,,,
ENSG00000268505,,,,,,
ENSG00000291075,,,,,,
ENSG00000162980,ARL5A,ENSMUSG00000036093,Arl5a,98.8827,98.8827,1
ENSG00000269186,LINC01082,,,,,
ENSG00000213658,LAT,ENSMUSG00000030742,Lat,67.382,64.876,1
ENSG00000266627,RN7SL202P,,,,,
ENSG00000215477,RCN1P1,,,,,
ENSG00000167657,DAPK3,ENSMUSG00000034974,Dapk3,83.7004,84.8214,1
ENSG00000272008,,,,,,
ENSG00000218313,,,,,,
ENSG00000207604,MIR206,ENSMUSG00000065559,Mir206,70.9302,83.5616,1
ENSG00000225613,LINCMD1,,,,,
ENSG00000199080,MIR133B,ENSMUSG00000065480,Mir133b,90.7563,90.7563,1
ENSG00000112115,IL17A,ENSMUSG00000025929,Il17a,62.5806,61.3924,1
ENSG00000106290,TAF6,ENSMUSG00000036980,Taf6,97.4889,97.3451,1
ENSG00000218363,SLC25A20P1,,,,,
ENSG00000112118,MCM3,ENSMUSG00000041859,Mcm3,93.3168,92.8571,1
ENSG00000278752,,,,,,
ENSG00000166024,R3HCC1L,ENSMUSG00000025184,R3hcc1l,64.2673,64.5161,1
ENSG00000290923,PGM5P2,,,,,
ENSG00000288066,,,,,,
ENSG00000232114,NPLP1,,,,,
ENSG00000276291,FRG1HP,,,,,
ENSG00000163214,DHX57,ENSMUSG00000035051,Dhx57,86.9408,86.8156,1
ENSG00000277778,PGM5P2,,,,,
ENSG00000225655,,,,,,
ENSG00000283928,MIR637,,,,,
ENSG00000276462,LINC03025,,,,,
ENSG00000167658,EEF2,ENSMUSG00000034994,Eef2,99.0676,99.0676,1
ENSG00000273514,FOXD4L6,ENSMUSG00000051490,Foxd4,50.5995,47.5225,0
ENSG00000215126,ZNG1F,ENSMUSG00000024878,Cbwd1,79.7468,80.1527,1
ENSG00000287261,HPS1-AS1,,,,,
ENSG00000172987,HPSE2,ENSMUSG00000074852,Hpse2,97.4662,97.4662,1
ENSG00000289276,,,,,,
ENSG00000112116,IL17F,ENSMUSG00000041872,Il17f,55.2147,55.9006,1
ENSG00000148225,WDR31,ENSMUSG00000028391,Wdr31,83.1063,83.1063,1
ENSG00000196126,HLA-DRB1,ENSMUSG00000067341,H2-Eb2,63.9098,59.2334,1
ENSG00000206775,SNORD37,ENSMUSG00000064441,Snord37,75.7576,78.125,1
ENSG00000105229,PIAS4,ENSMUSG00000004934,Pias4,89.2157,89.7436,1
